@relation Vweek_noid_In_clustered

@attribute Instance_number numeric
@attribute in0 numeric
@attribute in1 numeric
@attribute in2 numeric
@attribute in3 numeric
@attribute in4 numeric
@attribute in5 numeric
@attribute in6 numeric
@attribute in7 numeric
@attribute in8 numeric
@attribute in9 numeric
@attribute in10 numeric
@attribute in11 numeric
@attribute in12 numeric
@attribute in13 numeric
@attribute in14 numeric
@attribute in15 numeric
@attribute in16 numeric
@attribute in17 numeric
@attribute in18 numeric
@attribute in19 numeric
@attribute in20 numeric
@attribute in21 numeric
@attribute in22 numeric
@attribute in23 numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5}

@data
247,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606061,0.30303,0,0.606061,0.30303,3.939394,1.515152,0,0,0.30303,0,cluster4
248,0.413223,0,0,0,0,0,1.239669,7.438017,0.826446,0.826446,0,0.413223,2.066116,2.066116,0.413223,0.826446,2.066116,4.958678,2.479339,2.066116,1.239669,2.892562,2.892562,2.892562,cluster5
249,0,0,0,0,0,0,0,0.606061,0,0.30303,0,0,0.30303,0.30303,0,0.30303,0,0,0,0,0,0,0,0,cluster4
250,0,0,0,0,0,0,0,0,0.239234,2.15311,1.435407,0.239234,0.478469,0.717703,0.956938,0.956938,1.196172,2.631579,0.478469,0,0,0,0,0,cluster4
251,0,0,0,0,0,0,0,0,0,0,0,0,0.826446,0.413223,0,0,0.413223,1.239669,0,0,0,0.413223,0,0,cluster4
252,0,0,0,0,0,0,0,0,0,0,0,0,0,0.717703,0,0,0,0,0,0,0,0,0,0,cluster4
253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
254,0,0,0,0,0,0,0,0,2.066116,6.198347,0.413223,0.413223,0.826446,1.239669,0,1.652893,0,2.892562,3.719008,0.413223,0,0,0,0,cluster4
255,0,0,0,0,0,0.30303,0,0,3.333333,0,0,0,0.30303,0.30303,0,0.30303,0.30303,0.606061,0,0,0,0.30303,0,0,cluster4
256,0.413223,0,0,0,0,0,0,0,0.413223,4.132231,0,0.826446,0,1.652893,1.652893,0.413223,0.826446,1.652893,2.479339,0,0,0,0,0,cluster4
257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413223,2.479339,0,0.413223,0,0,cluster4
258,0,0,0,0,0,0,0.30303,0.30303,1.212121,0.606061,0,0,0,0.606061,1.515152,0.909091,0.30303,1.212121,1.212121,0,0.30303,0.30303,0,0,cluster4
259,0,0,0,0,0,0,0,0,0,0,0.252525,0,0.252525,0.252525,0.505051,0.757576,0.757576,0.757576,0,0,0,0.252525,0,0.252525,cluster4
260,0,0,0,0,0,0,0,0,0.956938,0.239234,0.478469,0,0,0.239234,0.239234,0.478469,0.717703,0.478469,0.478469,0,0.239234,0.239234,0,0,cluster4
261,0.239234,0,0,0.478469,0,0.239234,0.717703,0.239234,1.674641,0.956938,0.239234,0.478469,0.239234,0.717703,1.196172,1.913876,0.239234,0.478469,0.717703,0.239234,0.478469,0.956938,0,0,cluster5
262,1.818182,1.212121,1.818182,0.606061,0.909091,4.545455,3.030303,7.272727,20.30303,7.878788,10.606061,8.787879,9.090909,7.575758,9.69697,7.272727,12.424242,23.939394,20.606061,14.545455,9.090909,5.757576,6.666667,6.666667,cluster0
263,0.252525,0,0,0,0,2.020202,0,6.313131,5.050505,3.787879,3.030303,2.525253,3.030303,1.010101,1.515152,0.757576,1.767677,4.545455,2.777778,3.282828,1.515152,0.757576,1.010101,0.252525,cluster5
264,0.239234,0.717703,0.239234,0.239234,0,0,0.717703,0.717703,2.392344,2.631579,0.956938,1.674641,1.196172,1.196172,2.870813,1.674641,1.913876,3.110048,5.263158,7.177033,8.133971,2.15311,3.110048,1.674641,cluster5
265,0,0,0,0,0,0,6.969697,8.484848,5.151515,1.818182,0.909091,0.909091,2.121212,0.909091,0.606061,3.333333,2.121212,2.424242,0.606061,1.212121,0.909091,0.909091,0,0,cluster2
266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30303,0,0,0,0,0,0,cluster4
267,0,0,0,0,0,0,0,0,0,0,0.30303,0,0,0,0,0,0,0,0.30303,0,0,0,0,0,cluster4
268,0,0,0,0,0,0,0,0.30303,0,1.515152,0,0,0.606061,0,0.30303,0,0,0,0.909091,0,0,0,0,0,cluster4
269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
270,0.606061,0,0,0,0,0,0,0,0.909091,0,0.30303,0,0,0,0.30303,0,0.30303,1.212121,1.818182,0.606061,0.30303,0.30303,0,0,cluster4
271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
272,0,0,0,0,0,0,1.212121,0,0,0,0,0.606061,0.606061,0,0,0.909091,0,0,0.30303,0,0,0,0,0,cluster4
273,0,0,0,0,0,0,0,0,0.30303,0,0,0,0,0,0,0.606061,0,0,0,0,0,0,0,0,cluster4
274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21645,0.21645,0,0,0.4329,0,0,0.21645,0,0,0,cluster4
275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.826446,0.413223,0,0.826446,1.652893,0,0,0,0,0,cluster4
276,0,0,0,0,0,2.424242,0.606061,0.30303,0.909091,1.212121,0.909091,0,0.606061,0.30303,0.606061,0.30303,0.909091,0,1.212121,0.30303,0,0,0,0,cluster5
277,0,0,0,0,0.324675,0,0,0,0.324675,0,0,0,0.324675,0.324675,0.649351,0.649351,0.649351,2.272727,3.896104,0.974026,1.948052,0.324675,0.324675,0.324675,cluster5
278,0,0,0,0,0,0,0,0.606061,1.515152,0.30303,0,0.606061,1.212121,0.606061,0.909091,0,0.606061,2.121212,7.272727,1.818182,0.30303,0,0,0,cluster4
279,0,0,0,0,0,0,0,0,0.826446,0.826446,0.413223,1.652893,0,0.413223,0.826446,0,0,2.479339,0.413223,0.413223,0,0,0.413223,0,cluster4
280,0,0,0,0,0,0,0,0,0.826446,1.239669,0.826446,0.826446,1.239669,2.066116,0.826446,0.413223,1.239669,1.652893,4.545455,2.892562,1.652893,0,0.413223,0,cluster4
281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
282,0,0,0,0,0,0,0,0,0.30303,0,0,0,0,0,0.606061,0,0.606061,1.515152,0,0,0,0,0,0,cluster4
283,0,0,0,0,0,0,0,0,0,0,0,0.30303,0.606061,0,0,0,0.30303,0.30303,0,0,0,0,0,0,cluster4
284,0,0,0,0,0,0,0,0,0.956938,0.239234,0,0.239234,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
285,0,0,0,0,0,0,0,0,1.212121,0,0.30303,0,0,0,0,0,0,0,0,0,0.30303,0.30303,0.606061,0,cluster4
286,0,0,0,0,0,0,0,0.413223,0.826446,0,0,0,0,0,0,0.413223,0,0,0,0,0,0,0,0,cluster4
287,0,0,0,0,0,0,0.30303,0,0,0,0,0,0,0.30303,1.212121,2.424242,0,2.424242,1.212121,0.909091,0.606061,0.30303,0,0,cluster4
288,3.030303,1.515152,0,0.252525,0,1.515152,11.363636,13.636364,20.959596,12.373737,9.090909,9.343434,8.838384,7.070707,5.808081,10.858586,9.343434,17.676768,15.40404,12.878788,7.828283,6.565657,5.050505,3.535354,cluster3
289,0.956938,0.239234,0.478469,0,0.239234,0,0.478469,0.478469,2.870813,2.392344,1.435407,0.478469,1.674641,2.15311,1.674641,2.870813,3.827751,6.45933,12.440191,8.133971,5.980861,2.631579,1.674641,0.956938,cluster5
290,0,0,0,0,0,0,0,0,0,0.413223,0,0,0,0,0.413223,0,0,0,0,0,0,0,0,0,cluster4
291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
292,0,0,0,0,0,0,0.26738,0,0,0.26738,0,1.604278,0.534759,0.802139,1.069519,3.475936,2.941176,1.069519,1.069519,0.26738,0.534759,0,0,0,cluster4
293,0,0,0,0,0,0,0,1.239669,0.413223,0.413223,0,0.413223,0.413223,0.413223,0.826446,2.479339,1.652893,2.892562,1.239669,0,0,0,0,0,cluster4
294,0,0,0,0,0,0,0,0,0.30303,0,0,0,0,0.30303,0.30303,0,0,0,0,0,0.606061,0,0,0,cluster4
295,0,0,0,0,0,0,0,0,0.478469,1.196172,0.478469,0.239234,0.239234,0.956938,0.239234,0,0.478469,0.478469,0,0,0,0,0,0,cluster4
296,0,0,0,0,0,0,0,0.478469,0.478469,2.15311,0,0,0,0,0.239234,0.239234,0.478469,0.478469,0.478469,0,0,0,0,0,cluster4
297,0,0.239234,0,0,0,0,0.239234,5.741627,14.832536,6.45933,4.30622,3.588517,2.870813,3.110048,1.913876,2.631579,1.913876,12.440191,3.349282,1.674641,0.239234,0.239234,0,0.239234,cluster5
298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.826446,0,0.413223,0,0,0,0,0,0,0.413223,cluster4
299,0,0,0,0,0,0,0,0,0.909091,0,0,0,0.30303,0,0.30303,0.606061,0.606061,0,0.606061,0.606061,0,0,0,0.30303,cluster4
300,0,0,0,0,0,0,0,0,0,0.413223,0,0.826446,1.652893,0.413223,0.826446,0.413223,1.652893,2.066116,2.479339,1.239669,1.239669,1.239669,0,0,cluster4
301,0.30303,0,0.30303,0,0,0,0.30303,0.606061,0.606061,1.212121,0.909091,1.212121,0.909091,0.606061,1.818182,1.818182,2.121212,2.727273,1.515152,1.212121,1.212121,1.818182,1.515152,1.212121,cluster5
302,0,0,0,0,0,0,0,0,0,0,0,0.30303,0,0,0,0.30303,0,0,0,0,0,0,0,0,cluster4
303,0,0,0,0,0,0,0,0,0.239234,0,0,0,0,0,0.239234,0,0,0,0,0,0,0,0,0,cluster4
304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cluster4
318,0,0,0,0,0,1.652893,0.826446,2.479339,6.61157,2.066116,0.413223,0.826446,1.652893,1.652893,1.239669,1.239669,2.066116,1.652893,4.545455,1.652893,0.826446,0.413223,0,0,cluster5
